commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,All,23673,792,53,591,544,-345,-334,6,-188,288,-156,316,179,11759,7857,3706,657,1073,772,3349,745,1520,5923,671,28.0,19.0,5.0,,,,10.0,,5.0,13.0,13.0,40.0,33.8,59.9,51.3,39.3,30.3,54.1,46.3
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Old,23673,792,53,591,544,-345,-334,6,-188,288,-156,316,179,11759,7857,3706,657,1073,772,3349,745,1520,5923,671,28.0,19.0,5.0,,,,10.0,,5.0,13.0,13.0,40.0,33.8,59.9,51.3,39.3,30.3,54.1,46.3
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Other,0,792,53,591,544,-345,-334,6,-188,288,-156,316,179,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,All,10583,500,546,294,15,53,-11,-38,2,10,0,215,-4,8742,6098,314,1731,261,0,288,192,0,1278,32,29.0,14.0,,,,0.0,,,0.0,4.0,,50.9,47.4,66.0,71.3,50.9,46.9,66.0,70.2
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Old,10583,500,546,294,15,53,-11,-38,2,10,0,215,-4,8742,6098,314,1731,261,0,288,192,0,1278,32,29.0,14.0,,,,0.0,,,0.0,4.0,,50.9,47.4,66.0,71.3,50.9,46.9,66.0,70.2
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Other,0,500,546,294,15,53,-11,-38,2,10,0,215,-4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,All,21718,1110,858,645,-199,52,243,27,-62,26,59,102,25,10381,14233,8779,52,535,79,2487,250,555,2951,441,29.0,27.0,4.0,,,,13.0,,4.0,5.0,6.0,45.4,36.1,70.0,56.1,42.9,35.0,66.9,53.2
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Old,21718,1110,858,645,-199,52,243,27,-62,26,59,102,25,10381,14233,8779,52,535,79,2487,250,555,2951,441,29.0,27.0,4.0,,,,13.0,,4.0,5.0,6.0,45.4,36.1,70.0,56.1,42.9,35.0,66.9,53.2
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"August 26, 2025",,Other,0,1110,858,645,-199,52,243,27,-62,26,59,102,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"August 26, 2025",,All,861446,-32714,-905,-5679,2431,3643,1002,7004,-13894,-9807,-8926,13529,-23311,319776,441698,142532,21253,21253,104112,84967,116090,49663,50619,58672,177.0,215.0,28.0,16.0,24.0,65.0,62.0,72.0,64.0,85.0,72.0,11.8,16.0,19.5,26.0,11.0,14.2,16.4,20.9
SOYBEANS,CHICAGO BOARD OF TRADE,"August 26, 2025",,Old,834534,-32714,-905,-5679,2431,3643,1002,7004,-13894,-9807,-8926,13529,-23311,305100,434829,140121,20068,20599,111972,86474,105698,51062,50212,53500,176.0,215.0,28.0,16.0,24.0,69.0,59.0,70.0,69.0,87.0,69.0,12.2,16.5,20.1,26.7,11.3,14.6,16.9,21.7
SOYBEANS,CHICAGO BOARD OF TRADE,"August 26, 2025",,Other,26912,-32714,-905,-5679,2431,3643,1002,7004,-13894,-9807,-8926,13529,-23311,14676,6869,2672,1446,393,2429,8782,103,2181,3987,1592,35.0,86.0,7.0,8.0,4.0,15.0,8.0,4.0,10.0,27.0,13.0,27.1,39.7,45.6,50.5,26.4,39.4,44.5,49.3
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"August 26, 2025",,All,604231,-8442,-5053,-2214,-239,1035,-589,-5555,-981,-1050,7126,-2751,-972,137654,300844,108602,9048,16675,83479,55176,110683,59096,31889,54011,74.0,83.0,25.0,6.0,18.0,70.0,42.0,60.0,52.0,35.0,48.0,9.8,20.2,17.5,28.4,8.6,17.3,14.1,21.6
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"August 26, 2025",,Old,15775,-8442,-5053,-2214,-239,1035,-589,-5555,-981,-1050,7126,-2751,-972,10166,11682,372,128,0,898,189,0,2496,2657,286,22.0,32.0,5.0,,0.0,5.0,,0.0,14.0,5.0,,40.2,27.2,60.9,48.1,40.2,25.9,60.9,46.7
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"August 26, 2025",,Other,588456,-8442,-5053,-2214,-239,1035,-589,-5555,-981,-1050,7126,-2751,-972,127488,289162,108528,9218,16377,83581,55987,109683,58187,30819,52138,71.0,81.0,25.0,6.0,16.0,71.0,41.0,60.0,50.0,40.0,48.0,9.8,20.6,17.4,29.0,8.5,17.7,14.2,22.4
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"August 26, 2025",,All,19991,2502,2162,1762,0,200,0,380,0,-60,0,560,20,13585,9306,1142,4445,760,3856,0,0,608,5390,40,8.0,7.0,,6.0,,,0.0,0.0,,10.0,,61.8,53.4,84.9,76.2,53.3,37.6,66.1,52.1
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"August 26, 2025",,Old,19991,2502,2162,1762,0,200,0,380,0,-60,0,560,20,13585,9306,1142,4445,760,3856,0,0,608,5390,40,8.0,7.0,,6.0,,,0.0,0.0,,10.0,,61.8,53.4,84.9,76.2,53.3,37.6,66.1,52.1
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"August 26, 2025",,Other,0,2502,2162,1762,0,200,0,380,0,-60,0,560,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"August 26, 2025",,All,227669,-1930,5107,-2693,-2753,881,-54,-5521,907,50,339,-1922,907,110917,121874,3518,12750,99,58130,30441,27194,14463,20768,12155,40.0,79.0,,5.0,,52.0,37.0,27.0,35.0,73.0,40.0,33.7,22.6,48.3,37.3,26.2,20.9,37.1,30.7
CANOLA,ICE FUTURES U.S.,"August 26, 2025",,Old,225071,-1930,5107,-2693,-2753,881,-54,-5521,907,50,339,-1922,907,108611,120152,3518,12165,99,58126,30443,27192,14513,20813,11854,39.0,78.0,,5.0,,52.0,37.0,27.0,36.0,74.0,36.0,33.8,22.5,48.4,37.0,26.3,21.0,37.2,30.9
CANOLA,ICE FUTURES U.S.,"August 26, 2025",,Other,2598,-1930,5107,-2693,-2753,881,-54,-5521,907,50,339,-1922,907,2306,1722,0,585,0,6,0,0,228,233,23,7.0,11.0,0.0,,0.0,,0.0,0.0,,7.0,,71.0,79.3,96.5,93.0,71.0,79.3,96.5,93.0
COTTON NO. 2,ICE FUTURES U.S.,"August 26, 2025",,All,242777,1612,2807,730,-4,-135,715,-2501,1671,-1178,2024,353,-677,53788,58648,53506,11112,9245,29621,90606,32600,37839,14460,13933,54.0,42.0,25.0,8.0,15.0,41.0,91.0,54.0,51.0,32.0,32.0,11.6,13.2,19.7,21.0,10.4,12.2,18.0,19.7
COTTON NO. 2,ICE FUTURES U.S.,"August 26, 2025",,Old,224342,1612,2807,730,-4,-135,715,-2501,1671,-1178,2024,353,-677,45288,48100,50476,7360,7519,28684,90124,32436,37884,16243,10699,51.0,41.0,26.0,7.0,14.0,40.0,91.0,54.0,51.0,32.0,32.0,10.7,11.8,19.2,20.1,10.1,10.7,17.8,18.4
COTTON NO. 2,ICE FUTURES U.S.,"August 26, 2025",,Other,18435,1612,2807,730,-4,-135,715,-2501,1671,-1178,2024,353,-677,8500,10548,4745,5467,11,1101,646,0,3136,1398,53,21.0,13.0,7.0,11.0,,10.0,5.0,0.0,9.0,8.0,,45.9,52.5,68.2,70.9,45.8,52.0,68.1,70.3
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"August 26, 2025",,All,8015,-100,-166,60,24,0,-23,-95,-14,-22,-87,-152,88,1784,5264,376,0,119,2273,779,83,1472,81,358,9.0,7.0,,0.0,,6.0,7.0,4.0,8.0,,4.0,34.4,57.3,49.2,69.5,34.4,55.4,49.2,65.5
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"August 26, 2025",,Old,6193,-100,-166,60,24,0,-23,-95,-14,-22,-87,-152,88,965,4012,211,119,0,2120,837,9,1553,78,0,8.0,7.0,,,0.0,6.0,8.0,,8.0,,0.0,41.3,57.9,55.7,70.1,41.3,55.9,55.6,68.0
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"August 26, 2025",,Other,1822,-100,-166,60,24,0,-23,-95,-14,-22,-87,-152,88,819,1252,284,0,0,227,16,0,261,345,16,8.0,6.0,,0.0,0.0,,,0.0,,5.0,,51.9,74.9,78.6,86.6,51.9,70.3,77.6,81.0
COCOA,ICE FUTURES U.S.,"August 26, 2025",,All,89678,-2332,1588,-1484,1473,77,410,-1677,1119,-3256,-402,835,-218,22964,42716,12855,4896,5241,19128,8375,7121,5404,8161,5932,30.0,25.0,15.0,5.0,10.0,41.0,23.0,32.0,18.0,17.0,22.0,14.0,27.0,23.8,39.6,11.5,22.5,19.0,32.8
COCOA,ICE FUTURES U.S.,"August 26, 2025",,Old,258,-2332,1588,-1484,1473,77,410,-1677,1119,-3256,-402,835,-218,81,214,0,1,0,0,0,0,162,0,0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,94.2,83.3,94.2,83.3,94.2,83.3,94.2,83.3
COCOA,ICE FUTURES U.S.,"August 26, 2025",,Other,89420,-2332,1588,-1484,1473,77,410,-1677,1119,-3256,-402,835,-218,22883,42502,12856,4896,5240,19128,8375,7121,5383,8302,5791,30.0,25.0,15.0,5.0,10.0,41.0,23.0,32.0,18.0,17.0,21.0,14.1,26.9,23.9,39.5,11.5,22.5,19.0,32.7
SUGAR NO. 11,ICE FUTURES U.S.,"August 26, 2025",,All,915782,14661,8075,4874,189,17,1284,-1740,572,1586,-816,1317,4532,329689,295621,123611,81877,38565,123584,215830,100222,66951,49443,61995,56.0,46.0,15.0,12.0,17.0,40.0,54.0,53.0,43.0,17.0,33.0,15.3,18.9,24.1,29.6,9.2,13.0,15.2,21.0
SUGAR NO. 11,ICE FUTURES U.S.,"August 26, 2025",,Old,915782,14661,8075,4874,189,17,1284,-1740,572,1586,-816,1317,4532,329689,295621,123611,81877,38565,123584,215830,100222,66951,49443,61995,56.0,46.0,15.0,12.0,17.0,40.0,54.0,53.0,43.0,17.0,33.0,15.3,18.9,24.1,29.6,9.2,13.0,15.2,21.0
SUGAR NO. 11,ICE FUTURES U.S.,"August 26, 2025",,Other,0,14661,8075,4874,189,17,1284,-1740,572,1586,-816,1317,4532,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"August 26, 2025",,All,161225,8944,637,3827,-345,-310,-368,6632,1200,1218,-347,2471,715,35924,66651,23025,25879,2633,42670,11229,23897,12567,12734,12075,67.0,78.0,21.0,19.0,15.0,78.0,32.0,47.0,42.0,46.0,42.0,12.8,15.5,22.7,28.1,9.8,13.6,16.2,22.1
COFFEE C,ICE FUTURES U.S.,"August 26, 2025",,Old,315,8944,637,3827,-345,-310,-368,6632,1200,1218,-347,2471,715,315,217,0,6,0,0,0,0,0,9,0,4.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,61.6,100.0,70.8,100.0,61.6,100.0,70.8
COFFEE C,ICE FUTURES U.S.,"August 26, 2025",,Other,160910,8944,637,3827,-345,-310,-368,6632,1200,1218,-347,2471,715,35609,66434,23025,25873,2633,42670,11229,23897,12567,12725,12075,67.0,78.0,21.0,19.0,15.0,78.0,32.0,47.0,42.0,46.0,42.0,12.8,15.5,22.7,28.1,9.8,13.7,16.2,22.1
